,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
254,aXichem,369,AXIC A,SE0005250719,Aktie,First North,Sverige,Material,Kemikalier
255,Nexam Chemical,371,NEXAM,SE0005101003,Aktie,First North,Sverige,Material,Kemikalier
256,Xvivo Perfusion,372,XVIVO,SE0004840718,Aktie,Mid Cap,Sverige,Hälsovård,Medicinsk Utrustning
257,Bufab,375,BUFAB,SE0005677135,Aktie,Large Cap,Sverige,Industri,Industrikomponenter
258,Bactiguard,377,BACTI B,SE0005878741,Aktie,Mid Cap,Sverige,Hälsovård,Medicinsk Utrustning
259,Scandi Standard,380,SCST,SE0005999760,Aktie,Mid Cap,Sverige,Dagligvaror,Livsmedel
260,Arctic Paper,381,ARP,PLARTPR00012,Aktie,Mid Cap,Sverige,Material,Skogsbolag
261,Besqab,382,BESQ,SE0005991411,Aktie,Mid Cap,Sverige,Industri,Bostadsbyggnation
262,G5 Entertainment,383,G5EN,SE0001824004,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Gaming & Spel
263,Abliva,384,ABLI,SE0002575340,Aktie,Small Cap,Sverige,Hälsovård,Biotech
264,Oscar Properties,385,OP,SE0016278303,Aktie,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
265,Starbreeze B,386,STAR B,SE0005992831,Aktie,Small Cap,Sverige,Sällanköpsvaror,Gaming & Spel
266,Cell Impact,387,CI,SE0017885379,Aktie,First North,Sverige,Industri,Industrimaskiner
267,BIMobject,389,BIM,SE0011644376,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
268,Mendus,391,IMMU,SE0005003654,Aktie,Small Cap,Sverige,Hälsovård,Biotech
269,Polyplank,392,POLY,SE0005569290,Aktie,First North,Sverige,Industri,Energi & Återvinning
270,Fastator,393,FASTAT,SE0015407382,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
271,Ages Industri,395,AGES B,SE0005799046,Aktie,First North,Sverige,Industri,Industrikomponenter
272,Clavister,397,CLAV,SE0005308558,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
273,Cortus Energy,398,CE,SE0001296542,Aktie,First North,Sverige,Kraftförsörjning,Bioenergi
274,Reato Group,400,REATO,SE0011415710,Aktie,First North,Sverige,Energi,Olja & Gas - Exploatering
275,Doxa,401,DOXA,SE0005624756,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
276,Hanza,403,HANZA,SE0005878543,Aktie,Small Cap,Sverige,Industri,Affärskonsulter
277,Heliospectra,404,HELIO,SE0005933082,Aktie,First North,Sverige,Informationsteknik,Elektronisk Utrustning
278,Hexatronic,405,HTRO,SE0018040677,Aktie,Large Cap,Sverige,Industri,Elektroniska komponenter
279,Kallebäck Property,407,KAPIAB,SE0005704079,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
280,Kambi,408,KAMBI,MT0000780107,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
281,Kentima,409,KENH,SE0005100757,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
282,Mavshack,411,MAV,SE0005992419,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
283,Irisity,412,IRIS,SE0005365681,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
284,NanoCap,414,NANOC B,SE0004020931,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
285,Nicoccino,415,NICO,SE0005506185,Aktie,First North,Sverige,Dagligvaror,Tobak
286,Clemondo,416,CLEM,SE0005504669,Aktie,First North,Sverige,Material,Kemikalier
287,ScandiDos,418,SDOS,SE0005768124,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
288,Scandinavian Enviro,419,SES,SE0005877560,Aktie,First North,Sverige,Industri,Energi & Återvinning
289,Advenica,420,ADVE,SE0006219473,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
290,Speqta,421,SPEQT,SE0017937279,Aktie,First North,Sverige,Informationsteknik,Internettjänster
291,LIDDS,422,LIDDS,SE0001958612,Aktie,First North,Sverige,Hälsovård,Biotech
292,DDM Holding,423,DDM,CH0246292343,Aktie,First North,Sverige,Finans & Fastighet,Kredit & Finansiering
293,Inwido,424,INWI,SE0006220018,Aktie,Mid Cap,Sverige,Industri,Byggmaterial
294,Gränges,426,GRNG,SE0006288015,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
295,Safeture,427,SFTR,SE0006117297,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
296,Thule,428,THULE,SE0006422390,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
297,Sprint Bioscience,429,SPRINT,SE0006343745,Aktie,First North,Sverige,Hälsovård,Biotech
298,Humble Group,431,HUMBLE,SE0006261046,Aktie,First North,Sverige,Dagligvaror,Livsmedel
299,Bonzun,432,BONZUN,SE0017082506,Aktie,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
300,Arcoma,433,ARCOMA,SE0006219176,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
301,PowerCell,434,PCELL,SE0006425815,Aktie,First North,Sverige,Kraftförsörjning,Förnybarenergi
302,Christian Berner Tech,436,CBTT B,SE0006143129,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
303,Absolent Air Care,437,ABSO,SE0006256558,Aktie,First North,Sverige,Industri,Installation & VVS
304,Samhällsbyggnadsbolag B,438,SBB B,SE0009554454,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
305,Lifco,440,LIFCO B,SE0015949201,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
306,NP3 Fastigheter,441,NP3,SE0006342333,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
307,Blick Global,442,BLICK,SE0019172735,Aktie,Spotlight,Sverige,Sällanköpsvaror,Betting & Casino
308,Alteco Medical,443,ALTE,SE0005620408,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
309,BrainCool,446,BRAIN,SE0005731833,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
310,C Security,447,CSEC,SE0005991981,Aktie,Spotlight,Sverige,Informationsteknik,Säkerhet & Bevakning
311,DexTech Medical,449,DEX,SE0005881489,Aktie,Spotlight,Sverige,Hälsovård,Biotech
312,Igrene,450,ABI,SE0006091476,Aktie,Spotlight,Sverige,Energi,Olja & Gas - Exploatering
313,Premium Snacks,451,SNX,SE0006260865,Aktie,First North,Sverige,Dagligvaror,Livsmedel
314,Norse Impact,452,NORSE,SE0006261038,Aktie,Spotlight,Sverige,Informationsteknik,Elektronisk Utrustning
315,Zenicor Medical,453,ZENI,SE0006343984,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
316,Gabather,454,GABA,SE0010869552,Aktie,First North,Sverige,Hälsovård,Biotech
317,Scandinavian Real Heart,458,HEART,SE0006256798,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
318,Greater Than,459,GREAT,SE0005881554,Aktie,First North,Sverige,Industri,Mätning & Analys
319,Ecoclime,460,ECC B,SE0012729937,Aktie,First North,Sverige,Industri,Energi & Återvinning
320,QBank,461,QBNK,SE0007278726,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
321,Phase Holographic,462,PHI,SE0005504636,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
322,Envirologic,465,ENVI B,SE0005704095,Aktie,Spotlight,Sverige,Industri,Industrimaskiner
323,EQL Pharma,466,EQL,SE0005497732,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
324,Tourn,468,TOURN,SE0005568482,Aktie,First North,Sverige,Sällanköpsvaror,Marknadsföring
325,Storytel,471,STORY B,SE0007439443,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
326,Motion Display,473,MODI,SE0005798923,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
327,OptiCept Technologies,474,OPTI,SE0005881786,Aktie,First North,Sverige,Dagligvaror,Jordbruk
328,Ortoma,475,ORT B,SE0005676103,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
329,ProstaLund,477,PLUN,SE0002372318,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
330,Saniona,478,SANION,SE0005794617,Aktie,Small Cap,Sverige,Hälsovård,Biotech
331,Serstech,479,SERT,SE0005365095,Aktie,First North,Sverige,Industri,Mätning & Analys
332,SyntheticMR,480,SYNT,SE0015987946,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
333,RLS Global,482,RLS,SE0005190725,Aktie,First North,Sverige,Hälsovård,Läkemedel
334,Guard Therapeutics,483,GUARD,SE0009973357,Aktie,First North,Sverige,Hälsovård,Biotech
335,Enzymatica,484,ENZY,SE0003943620,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
336,Spago Nanomedical,486,SPAGO,SE0004899474,Aktie,First North,Sverige,Hälsovård,Biotech
337,Sivers Semiconductors,489,SIVE,SE0003917798,Aktie,Mid Cap,Sverige,Informationsteknik,Elektronik & Tillverkning
338,Safe at Sea,490,SAFE,SE0005308632,Aktie,Spotlight,Sverige,Industri,Industrimaskiner
339,Recyctec,491,RECY B,SE0014808978,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
340,Angler Gaming,492,ANGL,MT0000650102,Aktie,Spotlight,Sverige,Sällanköpsvaror,Betting & Casino
341,Beowulf Mining,494,BEO SDB,SE0002457796,Aktie,Spotlight,Sverige,Material,Gruv - Prospekt & Drift
342,Peptonic Medical,495,PMED,SE0005962206,Aktie,Spotlight,Sverige,Hälsovård,Biotech
343,ECOMB,497,ECOM,SE0004051068,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
344,EcoRub,498,ECO B,SE0003273531,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
345,Alphahelix,499,ALPH,SE0000885501,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
346,Amnode,500,AMNO,SE0014609194,Aktie,Spotlight,Sverige,Industri,Industrikomponenter
347,Amhult 2,501,AMH2 B,SE0001356932,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
348,Umida,502,UMIDA B,SE0009190788,Aktie,Spotlight,Sverige,Dagligvaror,Bryggeri
349,AQ Group,505,AQ,SE0000772956,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
350,AroCell,506,AROC,SE0003883990,Aktie,First North,Sverige,Hälsovård,Biotech
351,Qlosr Group,507,QLOSR B,SE0018169195,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
352,Botnia Exploration,508,BOTX,SE0010494708,Aktie,First North,Sverige,Material,Gruv - Prospekt & Drift
353,EasyFill,509,EASY B,SE0002039222,Aktie,Spotlight,Sverige,Industri,Bygginredning
354,European institute,510,EURI B,SE0020357457,Aktie,Spotlight,Sverige,Hälsovård,Biotech
355,Gullberg & Jansson,511,GJAB,SE0004576346,Aktie,Spotlight,Sverige,Industri,Installation & VVS
356,Safe Lane Gaming,512,SLG B,SE0002081166,Aktie,NGM,Sverige,Sällanköpsvaror,Gaming & Spel
357,Slottsviken B,517,SLOTT B,SE0018012411,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
358,Bahnhof,520,BAHN B,SE0010442418,Aktie,Spotlight,Sverige,Telekommunikation,Bredband & Telefoni
359,Clinical Laserthermia,521,CLS B,SE0002756130,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
360,Jojka,522,JOJK,SE0002017707,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
361,Latvian Forest,523,LATF B,SE0003883008,Aktie,Spotlight,Sverige,Material,Skogsbolag
362,Medfield,524,MEDF,SE0004479046,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
363,Acroud,525,ACROUD,SE0001863291,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
364,Wonderful Times,527,WTG,SE0006028577,Aktie,Spotlight,Sverige,Sällanköpsvaror,Fritid & Sport
365,iZafe,528,IZAFE B,SE0003656834,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
366,Miris,529,MIR,SE0015657820,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
367,Consensus,530,CAM B,SE0015191739,Aktie,Spotlight,Sverige,Finans & Fastighet,Kapitalförvaltning
368,SensoDetect,531,SDET,SE0003037456,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
369,HomeMaid,534,HOME B,SE0001426131,Aktie,Spotlight,Sverige,Sällanköpsvaror,Konsumentservice
370,Medimi,538,MEDIMI,SE0001860511,Aktie,Spotlight,Sverige,Hälsovård,Hälsovård & Hjälpmedel
371,NGS Group,540,NGS,SE0009947708,Aktie,Small Cap,Sverige,Industri,Bemanning
372,Transferator A,541,TRAN A,SE0017911233,Aktie,Spotlight,Sverige,Finans & Fastighet,Investmentbolag
373,Everysport,542,EVERY,SE0016127831,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
374,Exalt,544,EXALT,SE0005223542,Aktie,Spotlight,Sverige,Telekommunikation,Telekomtjänster
375,Syncro,545,SYNC B,SE0014956306,Aktie,Spotlight,Sverige,Industri,Affärskonsulter
376,Respiratorius,546,RESP,SE0004550192,Aktie,Spotlight,Sverige,Hälsovård,Biotech
377,Eurocine Vaccines,548,EUCI,SE0015382155,Aktie,Spotlight,Sverige,Hälsovård,Biotech
378,Future Gaming,549,FGG,SE0018013922,Aktie,Spotlight,Sverige,Sällanköpsvaror,Betting & Casino
379,WntResearch,550,WNT,SE0003553130,Aktie,Spotlight,Sverige,Hälsovård,Biotech
380,Sustainion,551,SUSG,SE0002067421,Aktie,Spotlight,Sverige,Informationsteknik,Säkerhet & Bevakning
381,PharmaLundensis,553,PHAL,SE0003359710,Aktie,Spotlight,Sverige,Hälsovård,Biotech
382,Arbona B,554,ARBO B,SE0015193719,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
383,Star Vault,555,STVA B,SE0002149369,Aktie,NGM,Sverige,Sällanköpsvaror,Gaming & Spel
384,Railcare,557,RAIL,SE0010441139,Aktie,Small Cap,Sverige,Industri,Stödtjänster & Service
385,NFO Drives,558,NFO,SE0015193800,Aktie,Spotlight,Sverige,Industri,Energi & Återvinning
386,Lovisagruvan,559,LOVI,SE0000418873,Aktie,Spotlight,Sverige,Material,Gruv - Prospekt & Drift
387,FX International,560,FXI,SE0003787555,Aktie,Spotlight,Sverige,Finans & Fastighet,Kapitalförvaltning
388,Genesis IT,561,GENE,SE0000661613,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
389,Novus,562,NOVU,SE0001989260,Aktie,Spotlight,Sverige,Sällanköpsvaror,Marknadsföring
390,Taurus Energy,564,TAUR B,SE0001075102,Aktie,Spotlight,Sverige,Kraftförsörjning,Bioenergi
391,QuiaPEG Pharmaceuticals,565,QUIA,SE0001384850,Aktie,First North,Sverige,Hälsovård,Läkemedel
392,Micropos Medical,567,MPOS,SE0002834507,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
393,Senzime,569,SEZI,SE0002478776,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
394,Kopparbergs,570,KOBR B,SE0000500779,Aktie,NGM,Sverige,Dagligvaror,Bryggeri
395,Crown Energy,571,CRWN,SE0004210854,Aktie,NGM,Sverige,Energi,Olja & Gas - Exploatering
396,Sotkamo Silver,572,SOSI,SE0001057910,Aktie,NGM,Sverige,Material,Gruv - Guld & Silver
397,LC-Tec,576,LCT,SE0000619371,Aktie,NGM,Sverige,Informationsteknik,Datorer & Hårdvara
398,Glycorex Transplantation,577,GTAB B,SE0000524530,Aktie,NGM,Sverige,Hälsovård,Medicinsk Utrustning
399,AIK Fotboll,578,AIK B,SE0000598278,Aktie,NGM,Sverige,Sällanköpsvaror,Fritid & Sport
400,Sileon,579,SILEON,SE0013108867,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
401,Guideline Geo,580,GGEO,SE0005562014,Aktie,First North,Sverige,Material,Gruv - Service
402,Obducat,581,OBDU B,SE0000514705,Aktie,NGM,Sverige,Informationsteknik,Elektronik & Tillverkning
403,Grangex,582,GRANGX,SE0018014243,Aktie,NGM,Sverige,Industri,Energi & Återvinning
404,KebNi,583,KEBNI B,SE0012904803,Aktie,First North,Sverige,Informationsteknik,Kommunikation
405,Hedera,585,HEGR,SE0007815113,Aktie,First North,Sverige,Industri,Bemanning
406,Briox,586,BRIX,SE0008588131,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
407,Free2Move,587,F2M,SE0011414283,Aktie,NGM,Sverige,Telekommunikation,Telekomtjänster
408,LightAir,588,LAIR,SE0008963888,Aktie,NGM,Sverige,Industri,Installation & VVS
409,Fortnox,589,FNOX,SE0017161243,Aktie,Large Cap,Sverige,Informationsteknik,Affärs- & IT-System
410,Zinzino,594,ZZ B,SE0002480442,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
411,Lundin Gold,595,LUG,CA5503711080,Aktie,Large Cap,Sverige,Material,Gruv - Guld & Silver
412,Eltel,596,ELTEL,SE0006509949,Aktie,Mid Cap,Sverige,Industri,Installation & VVS
413,Byggmästare AJ Ahlström,598,AJA B,SE0006510491,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
414,Freja eID,601,FREJA,SE0015950308,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
415,Dustin Group,602,DUST,SE0006625471,Aktie,Mid Cap,Sverige,Informationsteknik,Datorer & Hårdvara
416,OrganoClick,605,ORGC,SE0006510335,Aktie,First North,Sverige,Material,Kemikalier
417,Acrinova A,607,ACRI A,SE0015660014,Aktie,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
418,Corem Property Pref,608,CORE PREF,SE0010714311,Pref,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
419,ALM Equity Pref,618,ALM PREF,SE0004109627,Pref,First North,Sverige,Finans & Fastighet,Fastighetsbolag
420,Oscar Properties Pref,619,OP PREF,SE0016278311,Pref,Small Cap,Sverige,Finans & Fastighet,Fastighetsbolag
421,Sdiptech Pref,623,SDIP PREF,SE0006758348,Pref,Large Cap,Sverige,Industri,Installation & VVS
422,OMX Stockholm 30,627,OMXS30,SE0000337842,Index,Index,Sverige,N/A,N/A
423,OMX Stockholm 30 GI,637,OMXS30GI,SE0002402800,Index GI,Index,Sverige,N/A,N/A
424,OMX Stockholm PI,638,OMXSPI,SE0000744195,Index,Index,Sverige,N/A,N/A
425,OMX Stockholm GI,639,OMXSGI,SE0002416156,Index GI,Index,Sverige,N/A,N/A
426,OMX Stockholm 50 EW,640,OMXS50EW,SE0002204800,Index GI,Index,Sverige,N/A,N/A
427,OMX Stockholm 60 GI,641,OMXS60,SE0002905984,Index GI,Index,Sverige,N/A,N/A
428,OMX Stockholm 60,642,OMXS60PI,SE0002905992,Index GI,Index,Sverige,N/A,N/A
429,OMX Large Cap,643,OMXSLCPI,SE0001775784,Index GI,Index,Sverige,N/A,N/A
430,OMX Mid Cap,644,OMXSMCPI,SE0001775800,Index GI,Index,Sverige,N/A,N/A
431,OMX Small Cap,645,OMXSSCPI,SE0001775891,Index GI,Index,Sverige,N/A,N/A
432,OMXS Energy,646,SX60PI,SE0004383263,SectorIndex,Index,Sverige,N/A,N/A
433,OMXS Materials,647,SX55PI,SE0004383313,SectorIndex,Index,Sverige,N/A,N/A
434,OMXS Industrials,648,SX50PI,SE0004383388,SectorIndex,Index,Sverige,N/A,N/A
435,OMXS Consumer Staples,649,SX45PI,SE0014557351,SectorIndex,Index,Sverige,N/A,N/A
436,OMXS Health Care,650,SX20PI,SE0004383594,SectorIndex,Index,Sverige,N/A,N/A
437,OMXS Consumer Discretionary,651,SX40PI,SE0014557260,SectorIndex,Index,Sverige,N/A,N/A
438,OMXS Telecom,652,SX15PI,SE0004383701,SectorIndex,Index,Sverige,N/A,N/A
439,OMXS Utilities,653,SX65PI,SE0004383743,SectorIndex,Index,Sverige,N/A,N/A
440,OMXS Financials,654,SX30PI,SE0004383784,SectorIndex,Index,Sverige,N/A,N/A
441,OMXS Technology,655,SX10PI,SE0004383891,SectorIndex,Index,Sverige,N/A,N/A
442,OMX Helsinki 25,656,OMXH25,FI0008900212,Index,Index,Finland,N/A,N/A
443,OMX Helsinki 15,657,OMXH15,SE0003271329,Index GI,Index,Finland,N/A,N/A
444,OMX Helsinki PI,658,OMXHPI,FI0008900006,Index,Index,Finland,N/A,N/A
445,OMX Helsinki GI,659,OMXHGI,FI0008900220,Index GI,Index,Finland,N/A,N/A
446,OMX Large Cap,660,OMXHLCPI,SE0001775719,Index GI,Index,Finland,N/A,N/A
447,OMX Mid Cap,661,OMXHMCPI,SE0001775735,Index GI,Index,Finland,N/A,N/A
448,OMX Small Cap,662,OMXHSCPI,SE0001775750,Index GI,Index,Finland,N/A,N/A
449,OMXH Oil&Gas,663,HX0001PI,FI4000034020,SectorIndex,Index,Finland,N/A,N/A
450,OMXH Materials,664,HX1000PI,FI4000034079,SectorIndex,Index,Finland,N/A,N/A
451,OMXH Industrial,665,HX2000PI,FI4000034145,SectorIndex,Index,Finland,N/A,N/A
452,OMXH Consumer,666,HX3000PI,FI4000034244,SectorIndex,Index,Finland,N/A,N/A
453,OMXH Health,667,HX4000PI,FI4000034350,SectorIndex,Index,Finland,N/A,N/A
454,OMXH Services,668,HX5000PI,FI4000034392,SectorIndex,Index,Finland,N/A,N/A
455,OMXH Telecom,669,HX6000PI,FI4000034475,SectorIndex,Index,Finland,N/A,N/A
456,OMXH Utilities,670,HX7000PI,FI4000034517,SectorIndex,Index,Finland,N/A,N/A
457,OMXH Financials,671,HX8000PI,FI4000034558,SectorIndex,Index,Finland,N/A,N/A
458,OMXH Technology,672,HX9000PI,FI4000034665,SectorIndex,Index,Finland,N/A,N/A
459,Cargotec,674,CGCBV,FI0009013429,Aktie,Large Cap,Finland,Industri,Tåg- & Lastbilstransport
460,Citycon,675,CTY1S,FI4000369947,Aktie,Large Cap,Finland,Finans & Fastighet,Fastighetsbolag
461,Elisa,676,ELISA,FI0009007884,Aktie,Large Cap,Finland,Telekommunikation,Bredband & Telefoni
462,Fiskars,677,FSKRS,FI0009000400,Aktie,Large Cap,Finland,Sällanköpsvaror,Hemelektronik
463,Fortum,678,FORTUM,FI0009007132,Aktie,Large Cap,Finland,Kraftförsörjning,Elförsörjning
464,Huhtamäki,679,HUH1V,FI0009000459,Aktie,Large Cap,Finland,Material,Förpackning
465,Kemira,680,KEMIRA,FI0009004824,Aktie,Large Cap,Finland,Material,Kemikalier
466,Kesko B,681,KESKOB,FI0009000202,Aktie,Large Cap,Finland,Dagligvaror,Livsmedelsbutiker
467,KONE,682,KNEBV,FI0009013403,Aktie,Large Cap,Finland,Industri,Installation & VVS
468,Konecranes,683,KCR,FI0009005870,Aktie,Large Cap,Finland,Industri,Industrimaskiner
469,Neste,685,NESTE,FI0009013296,Aktie,Large Cap,Finland,Energi,Olja & Gas - Försäljning
470,Nokia,686,NOKIA,FI0009000681,Aktie,Large Cap,Finland,Informationsteknik,Kommunikation
471,Nokian Renkaat,687,TYRES,FI0009005318,Aktie,Large Cap,Finland,Sällanköpsvaror,Bil & Motor
472,Nordea Bank,688,NDA FI,FI4000297767,Aktie,Large Cap,Finland,Finans & Fastighet,Banker
473,Orion B,689,ORNBV,FI0009014377,Aktie,Large Cap,Finland,Hälsovård,Läkemedel
474,Outokumpu,690,OUT1V,FI0009002422,Aktie,Large Cap,Finland,Material,Gruv - Industrimetaller
475,Metso,691,METSO,FI0009014575,Aktie,Large Cap,Finland,Material,Gruv - Industrimetaller
476,Sampo,692,SAMPO,FI0009003305,Aktie,Large Cap,Finland,Finans & Fastighet,Försäkring
477,Sanoma,693,SANOMA,FI0009007694,Aktie,Large Cap,Finland,Sällanköpsvaror,Media & Publicering
478,SSAB B,695,SSABBH,SE0000120669,Aktie,Large Cap,Finland,Material,Gruv - Industrimetaller
479,Stora Enso R,696,STERV,FI0009005961,Aktie,Large Cap,Finland,Material,Skogsbolag
480,Telia Company,697,TELIA1,SE0000667925,Aktie,Large Cap,Finland,Telekommunikation,Bredband & Telefoni
481,TietoEVRY,698,TIETO,FI0009000277,Aktie,Large Cap,Finland,Informationsteknik,IT-Konsulter
482,UPM-Kymmene,699,UPM,FI0009005987,Aktie,Large Cap,Finland,Material,Skogsbolag
483,Valmet,700,VALMT,FI4000074984,Aktie,Large Cap,Finland,Industri,Industrimaskiner
484,Wärtsilä,701,WRT1V,FI0009003727,Aktie,Large Cap,Finland,Kraftförsörjning,Elförsörjning
485,YIT Corporation,702,YIT,FI0009800643,Aktie,Mid Cap,Finland,Industri,Byggnation & Infrastruktur
486,Aktia Bank,704,AKTIA,FI4000058870,Aktie,Mid Cap,Finland,Finans & Fastighet,Banker
487,Caverion,705,CAV1V,FI4000062781,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
488,Oriola B,706,OKDBV,FI0009014351,Aktie,Mid Cap,Finland,Dagligvaror,Apotek
489,Atria,709,ATRAV,FI0009006548,Aktie,Mid Cap,Finland,Dagligvaror,Livsmedel
490,K2A Knaust & Andersson Pref,711,K2A PREF,SE0006852075,Pref,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
491,Volati Pref,712,VOLO PREF,SE0009143670,Pref,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
492,Aspo,713,ASPO,FI0009008072,Aktie,Mid Cap,Finland,Material,Kemikalier
